ID,NameSubtext_lang,Description_lang,AuraDescription_lang
61794,,这里供应南瓜馅饼。请尽情享用。,这里供应南瓜馅饼。请尽情享用。
61795,,这里供应玉米馅料。请尽情享用。,这里供应玉米馅料。请尽情享用。
61796,,这里供应火鸡。请尽情享用。,这里供应火鸡。请尽情享用。
61797,,这里供应甜土豆。请尽情享用。,这里供应甜土豆。请尽情享用。
61804,,一客酸果蔓已经上桌了。,一客酸果蔓已经上桌了。
61805,,一客南瓜馅饼已经上桌了。,一客南瓜馅饼已经上桌了。
61806,,一客玉米馅料已经上桌了。,一客玉米馅料已经上桌了。
61807,,一客火鸡已经上桌了。,一客火鸡已经上桌了。
61808,,一客甜土豆已经上桌了。,一客甜土豆已经上桌了。
61810,,速度提高$s1%，持续$d1。只能在复活节期间藏有鲜艳的彩蛋的地方生效。,速度提高$s1%，持续$d1。
61813,,你吃了一肚子火鸡。,你吃了一肚子火鸡。
61814,,火鸡让你烦死了。,火鸡让你烦死了。
61815,,甩一甩你的春季花朵，给你自己或者别人戴上兔耳朵。,嘘！你听到了吗？别动！
61816,,,你是一只绵羊。不能在绵羊形态下施法。右键点击这个图标可以取消这个效果。
61818,,种一朵花。,
61819,,将一个友方目标变成绵羊，使其四处游走，最多$d。游走时，绵羊无法攻击或施法，但会很快恢复生命值。任何对其造成的伤害都会使其变回原来形态。一次只能变形一个目标。只能对野兽、人型生物和小动物使用，只能在达拉然使用。,你是一只绵羊。不能在绵羊形态下施法。右键点击这个图标可以取消这个效果。
61820,,放置一枚鲜艳的彩蛋。,
61828,,在$61829d内恢复总计$61829o1点生命值和${$61830m2/5*30}点法力值。进食时必须保持坐姿。,每秒恢复$61829/5;s1点生命值和${$61830m2/5}点法力值。
61830,,在$d内恢复总计${$m2/5*30}点法力值。饮水时必须保持坐姿。,每秒恢复${$m2/5}点法力值。
61834,,米尼格布·魔爆把你变成了绵羊！无法在绵羊状态下施法。右键点击此图标可以取消这个效果。,米尼格布·魔爆把你变成了绵羊！无法在绵羊状态下施法。右键点击此图标可以取消这个效果。
61840,,你的爆击使目标受到神圣伤害。,受到神圣伤害。
61841,,吃下5客酸果蔓，获得进食充分效果，使你的法术强度和耐力提高。,吃下5客酸果蔓，获得进食充分效果，使你的法术强度和耐力提高。
61842,,吃下5客火鸡，获得进食充分效果，提高你的攻击强度和耐力值。,吃下5客火鸡，获得进食充分效果，提高你的攻击强度和耐力值。
61843,,吃下5客玉米馅料，获得进食充分效果，提高你的命中等级和耐力。,吃下5客玉米馅料，获得进食充分效果，提高你的命中等级和耐力。
61844,,吃下5客甜土豆，获得进食充分效果，提高你的急速等级和耐力。,吃下5客甜土豆，获得进食充分效果，提高你的急速等级和耐力。
61845,,吃下5客馅饼，获得进食充分的效果，提高你的精神和耐力。,吃下5客馅饼，获得进食充分的效果，提高你的精神和耐力。
61846,"等级 1",猎人获得龙鹰守护，远程攻击强度提高$s1点，躲闪几率提高$61848s1%。猎人在同一时间内只能激活一种守护。,"远程攻击强度提高$s1点。
躲闪几率提高$61848s1%。"
61847,"等级 2",猎人获得龙鹰守护，远程攻击强度提高$s1点，躲闪几率提高$61848s1%。猎人在同一时间内只能激活一种守护。,"远程攻击强度提高$s1点。
躲闪几率提高$61848s1%。"
61849,,所获得的声望提高$s2%。持续$d。,声望获取提高$s2%。持续$d。
61851,,在10码范围内的多个敌方目标之间快速移动，每0.5秒使用两把武器攻击一个敌人，总共进行5次攻击。可以多次攻击同一个目标，但是不能攻击隐形或潜行的目标。,
61861,,受到爆击的几率降低到11%。,受到爆击的几率降低到11%。
61869,,将施法者的所有能量集中到一枚闪电球中。闪电球会成长$d，然后爆炸，对周围半径$61878a1码范围内的所有敌人造成$61878s1点自然伤害，并将它们击倒。,免疫昏迷和打断效果。
61870,,浑身湿透了！,浑身湿透了！
61873,,"Throws a weapon at an enemy, inflicting Physical damage.",
61874,,每秒恢复总生命值的$s1%，持续$d。进食时必须保持坐姿。如果你花费至少10秒钟进食，还会获得耐力和精神加值，持续$24870d。,每秒恢复总生命值的$s1%。
61878,,将施法者的所有能量集中到一枚闪电球中。闪电球会成长$61869d，然后爆炸，对周围半径$61878a1码范围内的所有敌人造成$61878s1点自然伤害，并将它们击倒。,昏迷。
61879,,向敌人射出一支闪电箭，这支闪电箭会在击中目标后继续攻击它周围最近的敌人，最多可攻击$x1个目标，对每个成功击中的目标造成自然伤害。,
61880,,发射一颗（基本）无害的子弹。,
61882,"等级 1",你在目标区域召唤一次地震，每2秒对目标区域周围半径15码范围内的所有敌人造成$s1点自然伤害，并使它们眩晕。持续$d。,$s1点自然伤害。
61885,,暮光世界的残渣保护你免受暗影伤害，持续$d。,免疫暗影伤害。
61886,,闪电根须从施法者的身上伸出，将它们举到空中。这些闪电根须每秒会对施法者身边的所有敌人造成$s1点自然伤害。,每秒对附近的敌人造成$s1点自然伤害。
61887,,闪电根须从施法者的身上伸出，将它们举到空中。这些闪电根须每秒会对施法者身边的所有敌人造成$61886s1点自然伤害。,"每秒对附近的敌人造成$61886s1点自然伤害。
免疫昏迷和打断效果。"
61888,,目标充满过载能量，造成的伤害提高$s1%，$d后发生熔解。,"造成的伤害提高$s1%。
导致熔化。"
61889,,目标熔化，摧毁自己，对周围半径$a1码范围内的友方单位造成$s1点自然伤害。,目标熔化，摧毁自己，对周围半径$a1码范围内的友方单位造成$s1点自然伤害。
61890,,每$61890t1秒造成$63525s1点自然伤害。,每$t1秒造成$63525s1点自然伤害。
61892,,向一大片区域发射高压。,向一大片区域发射高压。
61896,,割伤敌人，造成$s2点流血伤害并使目标在$d内持续流血，造成总共$o点伤害，产生大量的威胁值。攻击强度会提高伤害，该效果对同一个目标可以叠加$u次。,每$t秒$s1点伤害。
61900,,死亡时增强断钢者。,死亡时增强断钢者。
61902,,造成的伤害提高$s1%。,造成的伤害提高$s1%。
61903,,充满能量的攻击，造成$s1点自然伤害，并每秒造成额外的$s2点自然伤害。,每秒造成$s2点自然伤害。
61905,,"Summons a Magma Totem with $s1 health at the feet of the caster for ${$d-1} sec that causes $58735s1 Fire damage to creatures within $58735a1 yards every $58736t1 seconds.",
61909,,发射一枚火球，造成$s1点火焰伤害，并在$d内造成额外的$o2点火焰伤害。,每$t2秒$s2点火焰伤害。
61911,,对一个区域内的敌人造成$61912s1点自然伤害，并使其受到的自然伤害提高$61912s2%，持续$d。这个法术偏向于选择远处的目标。,受到的自然伤害提高$s2%。
61912,,对一个区域内的敌人造成$s1点自然伤害，并使其受到的自然伤害提高$s2%，持续$d。,受到的自然伤害提高$s2%。
61914,,以闪电的力量攻击一个敌人，造成自然伤害。,
61915,,旋转着向随机目标发射闪电箭，每发闪电箭造成$61916s1点自然伤害。持续$d。,每$t1秒对随机敌方目标发射闪电箭。
61916,,旋转着向随机目标发射闪电箭，每发闪电箭造成$s1点自然伤害。,
61920,,施法者死亡时释放最后一股能量，使所有盟友造成的伤害提高$s1%，并使他们获得新的技能。,"伤害提高$s1%。
获得了新的技能。"
61923,,对一个敌人造成神圣伤害。,
61924,,向目标投掷熔岩，造成$s1点火焰伤害。,
61934,,高高跳起。,
61964,,使用神圣魔法治疗附近的队友。,
61965,,召唤神圣能量治疗盟友。,
61967,,每$t1秒为一个盟友恢复$s1点生命值，持续$d。,每$t1秒恢复$s1点生命值。
61968,,将目标封锁在冰块中。,
61969,,将目标封锁在冰块中。,被封锁在冰块中。
61973,,在随机的友方单位脚下召唤一个能量符文。这个符文可以使周围半径$64320a1码范围内的所有友方和敌方单位造成的伤害提高$64320s1%，持续$61974d。,
61974,,在随机的友方单位脚下召唤一个能量符文。这个符文可以使周围半径$a1码范围内的所有友方和敌方单位造成的伤害提高$s1%，持续$d。,伤害提高$s1%。
61977,,"被动技能，使德鲁伊在熊形态、豹形态或巨熊形态下获得额外的攻击强度加成。攻击强度的加成数值取决于武器的每秒伤害。每秒伤害高于54.81的武器，每一点每秒伤害可以提供14点攻击强度。

MWB=${$MWB}.2
mwb=${$mwb}.2
MWS=${$MWS}.2
mws=${$mws}.2",
61978,"等级 9","Assault the target's mind with Shadow energy, causing $o1 Shadow damage over $d and slowing their movement speed by $s2%.",移动速度降低$s2%。
61980,,,"Hidden Dummy Aura when wearing an Elegant Dress."
61983,,"Im in ur datubaz, hackin ur spellz.","I can has test mount?"
61984,,从空中召唤一块燃烧的巨石，造成火焰伤害。,
61986,,召唤群星攻击所有目标，造成奥术伤害。,每$t1秒受到一次奥术伤害。
61991,,右键点击以召唤或解散你的小鹿。,
61992,,你的腐蚀术和献祭的伤害提高$s1%。,
61995,,这个法师去哪儿了？,
61996,,召唤或解散一头可供骑乘的蓝色龙鹰。这是一种速度非常快的坐骑。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
61997,,召唤或解散一头可供骑乘的红色龙鹰。这是一种速度非常快的坐骑。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
61998,,"Inflicts Nature damage to an enemy for $d.",在$d内受到持续的自然伤害。
61999,,复活一名团队或小队成员的尸体与你并肩作战。该玩家可以控制食尸鬼，持续$46619d。,
62012,,模仿火鸡求偶的叫声。,
13597,,奥术法术强度提高$s1点。,
62014,,记录被你干掉的火鸡的数量。,记录被你干掉的火鸡的数量。
62016,,给附近的宝珠充电。,每$t1秒发射一次电能箭。
62017,,对一个附近的敌人造成$s1点自然伤害。,
62024,,伸展你的肌肉。,
62029,,,你深深吸了一口气，可以开始了！
62030,,对目标每$t1秒造成$s1点自然伤害，并使受到的伤害提高$62055s2%，持续$62055d。,"每$t1秒受到$s1点自然伤害。
附带脆弱皮肤效果。"
62031,,,你的拳头捏得劈啪作响，可以开始了！
62032,,,你的肌肉已经充分伸展，可以开始了！
62036,,攻击目标，造成$s2%的武器伤害外加${$m2*$AP*$m3/10000}点伤害。只能在目标躲闪或招架你的攻击之后使用。无法被躲闪、招架或格挡。,
62038,,对静止的敌人造成不断提高的持续伤害。移动则会使这个效果减弱。,
62039,,对静止的敌人造成不断提高的持续伤害。移动则会使这个效果减弱。,"每$t1秒${200*(2^($m1))}点冰霜伤害。
移动则会使这个效果减弱。"
62040,,右键点击来放置一个绿色洋娃娃。,
62042,,投掷一把风暴之锤，对一个敌人造成$s1点伤害，将其击倒并昏迷$d，对该目标附近的所有敌人造成雷霆一击。,昏迷。
62047,,将三份火鸡块组合成为一只完整的火鸡。,
62048,,召唤或解散一只可供骑乘的黑色龙鹰坐骑。这是一种速度非常快的坐骑。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
62054,,释放强大的闪电冲击，对施法者周围半径$a1码范围内的所有敌人造成$s1点自然伤害，但是会杀死施法者。,
62055,,受到的伤害提高$s2%，持续$d。,受到的伤害提高$s2%。
62056,,用力攥住目标，使其昏迷，每$t1秒造成$s1点物理伤害，持续$d，或者直到科隆加恩的臂膀受到100000点伤害。,"昏迷。
每$t1秒受到$s1点物理伤害。
对科隆加恩造成伤害可以破除这个效果。"
62061,,你的坐骑看起来更具节日气息。,你的坐骑看起来更具节日气息。
62063,,,"You're riding a player. Good times."
62064,,控制南部塔楼之后，你控制的塔楼越多，伤害就越高。,"伤害提高$s1%。

|cFFFFAA00“南部的塔楼从堡垒中吸取能量。摧毁这座塔楼，能量就可以得到恢复。”- 机械师斯波文奇|r"
62067,,召唤你的忠诚的骡子，使你可以打开自己的银行并存取物品，持续$d。,
62069,,使你由装备而得到的护甲值加成提高$s1%。,
62071,,"终结技，使物理伤害提高$s1%。根据连击点数决定持续时间：
   1点：14秒
   2点：19秒
   3点：24秒
   4点：29秒
   5点：34秒",物理伤害提高$s1%。
62076,,召唤一头骡子，使你可以在银行中存取物品，持续$d。你只能召唤一次骡子。,
62078,"等级 1",横扫附近的敌人，造成$s1%的武器伤害。,
62080,,星辰坠落造成的伤害提高$62080s2%，但是影响半径缩短$62080s1%。,
62085,,现在所有人都可以看到你有多么强壮了！,现在所有人都可以看到你有多么强壮了！
62089,,使目标的靴子光亮如新，持续$d。受到伤害则会取消这个效果。,靴子光亮如新。
62091,,使目标昏迷，直到效果被驱散。,
62097,"等级 1",你的闪电箭和闪电链获得的伤害加成效果提高$s1%，你的熔岩爆裂获得的伤害加成效果提高$s2%。,
62098,"等级 2",你的闪电箭和闪电链获得的伤害加成效果提高$s1%，你的熔岩爆裂获得的伤害加成效果提高$s2%。,
62099,"等级 3",你的闪电箭和闪电链获得的伤害加成效果提高$s1%，你的熔岩爆裂获得的伤害加成效果提高$s2%。,
62100,"等级 4",你的闪电箭和闪电链获得的伤害加成效果提高$s1%，你的熔岩爆裂获得的伤害加成效果提高$s2%。,
62101,"等级 5",你的闪电箭和闪电链获得的伤害加成效果提高$s1%，你的熔岩爆裂获得的伤害加成效果提高$s2%。,
62102,,使附近的斯克恩维库人和座狼的近战攻击强度降低，持续$d。,近战攻击强度降低。
62105,,射击一头冰霜豹或冰爪熊，使其被麻醉催眠。无法在战斗中使用，也无法对战斗状态下的冰霜豹或冰爪熊使用。,
62106,,使你在猎豹、熊或巨熊形态下的爆击等级提高$s2。,
62107,,使你在枭兽形态下的法术爆击等级提高$s3。,
62111,,使你在生命之树形态下的治疗效果提高$s1点。,
62114,,你施法后有一定几率使你的法术强度提高$60064s1点，持续$60064d。,
62115,,近战或远程攻击命中目标时有一定几率使你的攻击强度提高1000点，持续10秒。,
62124,,嘲讽目标，使其攻击你，如果它的目标不是你，则造成${1+0.5*$AP}点神圣伤害。,被嘲讽。
62125,,在北风虚弱时吹响号角。,
62126,,你的冲击波消耗的法力值降低$62126s1%，但是不再击退敌人。,
62129,,对一个敌人发射反魔法弹幕，将其击退。,
62130,,对一个敌人造成$s1%的武器伤害，并使其防御技能降低$s2点，持续$d。,防御技能降低$s2点。
62131,,以一道闪电打击敌人，造成$s1点自然伤害。闪电会跳跃到附近的敌人身上，每次跳跃造成的自然伤害提高100%。,
62132,,你的雷霆风暴为你回复的法力值提高$62132s1%，但不再击退敌人。,
62134,,使你的台风消耗的法力值降低$62135s1%，范围增加$62135s2码，但是不再击退敌人。,
62136,,将魔法弹猛掷向一名敌人，造成奥术伤害。,
62137,被动,使你召唤的食尸鬼受到的范围伤害降低。,
62138,,将玩家传送到紫罗兰监狱中。,将玩家传送到紫罗兰监狱中。
62139,,将玩家传送到紫罗兰监狱中。,
62142,"等级 3",你每次施放寒冰锁链，被消耗掉的冰霜符文在激活时就会转变为一枚死亡符文。,
62146,,你的防御等级提高$s1。,你的防御等级提高$s1。
62147,,你的冰冷触摸可以使你的防御等级提高$62146s1。,
62158,,为你的双手符文武器添加一枚符文，使你的防御值提高$62157s1点，耐力总值提高$62157s2%。修改符文武器必须在黑锋要塞的符文熔炉旁进行。,
62316,,横扫敌人的下盘，造成$s1点伤害，并将其击倒，持续$d。,昏迷。
49848,,,
62166,,用力攥住目标，使其昏迷，每$t2秒造成$s2点物理伤害，直到科洛加恩的臂膀受到$64224s1点伤害。,"昏迷。
每$t2秒受到$s2点物理伤害。
科洛加恩的臂膀受到伤害则会打断这个效果。"
62168,,使目标进入虫洞。,相位变换。
62169,,每$t1秒造成$s1点奥术伤害。,每$t1秒受到$s1点奥术伤害。
62173,,你的上一次射击正中靶心！,你的上一次射击正中靶心！
62175,,你的上一次射击靠近靶心，但还不够近。,你的上一次射击靠近靶心，但还不够近。
62179,,你的上一次射击打在了目标区域附近，再接再厉吧！,你的上一次射击打在了目标区域附近，再接再厉吧！
62181,,春季礼服,"Hidden Dummy Aura when wearing a White Tuxedo Shirt and Black Tuxedo Pants, the Spring Tuxedo set."
62201,,"永久性地在一面盾牌上加装泰坦神铁护板，使其格挡值提高81点，并使缴械效果的持续时间缩短$43588s1%。不与其它同类效果叠加。

附加泰坦神铁护板将使盾牌与你绑定。",
62207,,制造伤害的能力提高$s1%，直到光束的能量消失。,制造伤害的能力提高$s1%，直到光束的能量消失。
62209,,太阳的光芒每$t1秒为植物恢复$s1点生命值。,太阳的光芒每$t1秒为植物恢复$s1点生命值。
62210,,使你由奥术冲击获得的伤害加成提高$62210s1%。,
62211,,被太阳的能量强化。,被太阳的能量强化。
62217,,造成$s1点自然伤害，并取消不稳定的太阳光束效果。,造成$s1点自然伤害，并取消不稳定的太阳光束效果。
62218,,提高食尸鬼的狂乱等级。,在食尸鬼发动痛击时释放狂乱。
62225,,用爪攻击敌人，对其造成伤害。奖励1个狂乱点数。,
62226,,被急速冻结击中的已冰冻目标将被立即杀死。,
62240,,对一定量的敌人（数量取决于明叶熔流）造成$s1点火焰伤害。,对一定量的敌人（数量取决于明叶熔流）造成$s1点火焰伤害。
62241,,使粗心大意的闯入者被困在力场中无法移动，持续$d。,你被麻痹了。当心你的脚下！你听到了远处的竞技场中传来的金属碰撞声和愤怒的呐喊声，你的队友正在那里进行一场激烈的战斗。如果让他们看到你现在的狼狈样，你猜他们会说什么？
62243,,"伤害和治疗效果提高$s1%。
不稳定爆炸会取消不稳定的太阳光束效果。","伤害和治疗效果提高$s1%。
不稳定爆炸会取消不稳定的太阳光束效果。"
62249,,对目标射出魔法箭，造成奥术伤害。,
62251,,受到的法术伤害和治疗效果提高。,受到的法术伤害和治疗效果提高。
62252,,受到的法术伤害和治疗效果降低。,受到的法术伤害和治疗效果降低。
62256,,永久性地为一副护腕附魔，使其获得耐力+40的效果。该装备等级不得低于60级。,
62257,,永久性地为一把近战武器附魔，使其获得耐力+50的效果。该装备等级不得低于60级。,
62261,,使你的死亡之握的冷却时间延长${$58626m1/1000}秒，但是可以令目标昏迷$58628d。,昏迷。
62265,,计算你杀死敌方坦克的数量。,计算你杀死敌方坦克的数量。
62269,,在随机的敌方单位脚下召唤一个死亡符文。这个符文可以对周围半径$a1码范围内的所有单位每半秒造成$s1点暗影伤害。,每半秒造成$s1点暗影伤害。
62272,,点燃信号火焰，召唤克莉斯塔萨来到你身边。,
62273,,在随机敌方目标周围制造召唤符文，它会周期性地召唤闪电元素，冲向随机目标并爆炸。,
62274,,魔法符文覆盖施法者，最多吸收$s1点伤害。在吸收了$s1点伤害之后，这些伤害值会转化为强大的能量，使施法者造成的伤害提高$62277s1%，持续$62277d。,"吸收$s1点伤害。
因受到伤害而结束效果时，制造伤害的能力提高$62277s1%。"
62276,,纯净的电能包围施法者，使其受到的所有伤害降低$s1%。,受到的伤害降低$s1%。
62277,,魔法符文覆盖施法者，最多吸收$62274s1点伤害。在吸收了$62274s1点伤害之后，这些伤害值会转化为强大的能量，使施法者造成的伤害提高$62277s1%，持续$62277d。,制造伤害的能力提高$s1%。
62279,,吸收电能，对施法者和能量源之间的锥形区域中的敌人造成自然伤害，使施法者的近战伤害和攻击速度提高$s1%，自然伤害提高$s3%。,"近战伤害和攻击速度提高$s1%。
自然伤害提高$s3%。"
62283,,钢铁根须每$t2秒对目标造成$s2点自然伤害，并使目标定身，直到根须被解除。如果缠绕目标的钢铁根须被杀死，则目标的定身状态解除。,"每$t2秒受到$s2点自然伤害。
无法移动。"
62285,,对目标周围半径$a1码范围内的敌人造成$s1点自然伤害。,对目标周围半径$a1码范围内的敌人造成$s1点自然伤害。
62286,,释放一滩焦油，使半径$3600a1码范围内的所有敌人的移动速度降低，持续$d。焦油可以被点燃，效果持续$d。,
62287,,使附近所有敌人的移动速度降低$s1%。,移动速度降低$s1%。
62290,,燃烧着的焦油对附近的敌人造成火焰伤害。,
62292,,燃烧着的焦油可以将附近的所有东西都引燃。,燃烧着的焦油可以将附近的所有东西都引燃。
62297,,对附近的所有敌人造成$s1点冰霜伤害，并将其冻结在寒冰中。,"被冻结。
可以被火焰打破。"
62299,,向摩托车的燃料箱中灌注燃料，使其速度提高$s1%，持续$d。,速度提高$s1%。
62305,,移除目标身上的所有定身和移动限制效果，并使其对此类效果免疫，持续$d。,免疫定身和移动限制效果。
62306,,向远方投射一块巨石，对目标区域周围半径$a1码范围内的敌人造成$62307s1点伤害。,
62308,,撞击攻城车前方的所有敌人，造成$s2点伤害，并将它们击退。对建筑物造成$s3点攻城伤害。,
62309,,根据驾驶员的能力，使作战车辆的生命值和伤害获得提升。,生命值和伤害根据装备水平获得提升。
62310,,使目标昏迷，每$t2秒造成$s2点物理伤害，持续$d。,"每$t2秒造成$s2点物理伤害。
昏迷。"
62311,,从空中召唤燃烧的巨石，造成$s1点火焰伤害。,
62312,,使一个目标无法移动，持续$d。,无法移动。
62315,,向一个目标及其周围的敌人喷吐毒液，造成$s2点自然伤害，并在接下来的$d内每$t3秒造成$s3点额外的伤害。,每$t3秒受到$s3点自然伤害。
62412,,向发动机中煽火，使火烧得更旺。,
62318,,发射一根穿刺敌人躯体的箭矢，造成$s1点物理伤害，并在接下来的$d内每$t2秒造成$s2点伤害。,每$t2秒受到$s2点伤害。
62320,,使附近盟友的近战攻击、远程攻击和施法速度提高$s1%。,近战攻击、远程攻击和施法速度提高$s1%。
62321,,符文屏障环绕施法者，吸收$s1点魔法伤害，并使其受到的所有物理伤害降低$s2%。,"最多吸收$s1点魔法伤害。
受到的物理伤害降低$s2%。"
62322,,使用电能武器攻击敌人，造成相当于武器伤害再加上$s1点的自然伤害。,
62323,,使用你的鱼叉炮攻击附近的巨兽。,
62324,,"把一位乘客投射到远方。

|cFFFFAA00“我们通常使用地精来做这类事情。”|r",正在恢复。
62325,,对周围半径$a1码范围内的敌人造成$s1点物理伤害，并使其在$d内不能施法。,
62326,,向敌人发动偷袭，造成物理伤害，并使其造成的伤害降低$s2%，持续$d。,造成的伤害降低$s2%。
62327,,向敌人射出符文闪电能量，造成$s1点自然伤害。,
62328,,为一个盟友恢复$s1点生命值，并在接下来的$d内每$t2秒恢复$s2点生命值。,每$t2秒恢复$s2点生命值。
62331,,邪恶的攻击，使目标不断流血，直到恢复到$s2%的生命值以上。每$t1秒造成$s1点伤害，持续$d，或者直到通过治疗被移除。,"每$t1秒受到$s1点物理伤害。
你会不断流血，直到生命值恢复到$s2%以上。"
62332,,对一个敌人造成$s2点物理伤害，使其昏迷$d。,昏迷。
62333,,每$t1秒为一个友方目标恢复$s1点生命值，持续$d。,每$t1秒恢复$s1点生命值。
62335,,惩击敌人，造成$s1点神圣伤害。,
62337,,"反射近战攻击和技能，持续$d。
可使用$n次。","反射近战攻击和技能。
可使用$n次。"
62338,,符文能量之盾环绕施法者，使其受到的所有伤害降低$s1%，并对攻击者造成$s2点奥术伤害。,"受到的伤害降低$s1%。
攻击者受到$s2点奥术伤害。"
62339,,对施法者面前半径$a1码范围的一个锥形区域内的敌人造成$s1点物理伤害。,
62340,,已经有一位乘客坐在投射篮里了。,已经有一位乘客坐在投射篮里了。
62342,,向一个敌人投掷武器，造成奥术伤害。,
62343,,以强大的热能冲击附近的所有铁铸像，使它们的移动速度提高$65667s1，急速提高$65667s2。这个效果可以叠加最多10次。叠加到10次之后，铁铸像会熔化。,"移动速度提高$s1%。
急速提高$s2%。"
62344,,石拳使施法者的移动速度降低$s2%，伤害提高$s1%。另外，毁灭性的攻击有一定几率打断目标的骨头，使其招架、格挡和躲闪几率降低100%，持续$62354d。,"被诱捕。
造成的伤害提高$s1%。
攻击有一定几率折断骨头。"
62345,,撞击攻城坦克前方的所有敌人，造成$s2点伤害，并将它们击退。对建筑物造成$s3点攻城伤害。,
62346,,使蒸汽发动机在短时间内超速运转，向前冲锋，对敌人造成攻城伤害，并将它们击退。,
62347,"等级 5",立即对一个敌人造成暗影伤害，并且打断施法，使目标在$d内无法施放该系法术。,
62350,,这道美味佳肴的关键就在于用生肉制成，因此不需要烹饪用火。,
62351,,在$45548d内恢复总计$45548o1点生命值。如果你花费至少10秒钟来进食，你的命中等级将提高$62349s1，耐力将提高$62349s2点，持续$62349d。,每秒恢复$45548/5;s1点生命值。
62354,,击溃目标，使他们无法格挡、躲闪或招架。,无法躲闪、格挡或招架。
62355,,使蒸汽发动机在短时间内超速运转，向前冲锋。,
62356,,躲闪、格挡和招架几率降低100%。,躲闪、格挡和招架几率降低100%。
62357,,发射火炮。,
62359,,向正前方发射一枚爆炸火箭，在命中飞行目标后爆炸。,
62362,,向目标及其附近的所有敌人发射火箭弹。,
62363,,向目标发射一枚爆炸火箭。,
62372,,立即攻击目标造成$s2%武器伤害再加上$s1点伤害。,
62373,,施法者熔化，急速提高$s3%。另外，每秒都有烈焰从施法者身上冒出，对周围半径$62530a1码范围内的敌人造成$62530s1点火焰伤害。,"急速提高$s3%。
每$t2秒对附近的敌人造成$62530s1点火焰伤害。"
62374,,重新评估主要目标。,被烈焰巨兽追逐。
62375,,提高移动速度。,移动速度提高$s1%。
62376,,撞击目标，造成伤害，并将其击向前方。,受到的伤害提高$s3%。
62379,,造成自然伤害。,造成自然伤害。
62380,,使你对所有魔法的抗性提高$s1点，持续$d。这种效果在死亡后仍可继续存在。战斗和守护药剂。,使你对所有魔法的抗性提高$s1点，持续$d。战斗和守护药剂。
62382,,冷水使熔化的铁铸像迅速固化，无法行动。如果它们在这个状态下受到5000点以上的伤害，就会碎裂，对周围半径$62383a1码范围内的所有敌人造成$62383s1点伤害。,"昏迷。
被爆击的几率提高$s2%。
如果被单次攻击打出5000点以上的伤害，则会碎裂。"
62383,,对周围半径$s1码范围的所有敌人造成$s1点物理伤害。此伤害忽略护甲值。,
62384,,"永久性地为一件肩部装备提供耐力提高30点、韧性等级提高15的效果。

附魔之后，该装备会与你绑定。",
62385,,明叶长老的精华使弗蕾亚和她的自然盟友造成的魔法伤害提高$62968s1%。,魔法伤害提高$62968s1%。
62386,,石树长老的精华使弗蕾亚造成的物理伤害提高$s1%。,物理伤害提高$s1%。
62387,,铁枝长老的精华使自然盟友造成的物理伤害提高$62713s1%。,自然盟友造成的伤害提高$62713s1%。
62391,,召唤超载的能量球，消灭行进路线上的一切目标。,
62392,,消灭附近的所有生物。,
62395,,对随机目标发射火炮。,
62396,,对施法者周围的敌人造成$s1点火焰伤害。,每秒造成$s1点火焰伤害。
62399,,使烈焰巨兽的能量核心过载。,过载。
62400,,向空中发射导弹。这些导弹会随机选择附近的敌方目标，对他们造成$s1点伤害。,
62405,,召唤一个爆炸诱饵，在被攻击时会发生爆炸，对敌人造成$53273s1点物理伤害。可以持续3分钟或直到被引爆。,
62408,,使你自己变得半透明，持续$d。,半透明。
62411,,对附近的敌人造成$s1点物理伤害，并将其击退。,
49851,,,
62418,,邪恶的攻击，使目标不断流血，直到恢复到$s2%的生命值以上。每$t1秒造成$s1点伤害，持续$d，或者直到通过治疗被移除。,"每$t1秒造成$s1点伤害。
护甲值降低$s2点。"
62419,,调整传动装置，防止攻城车歇火。,
62422,,这辆攻城车的火花塞需要清洁！,
62423,,这辆攻城车的火焰需要烧得更旺一点！,
62424,,这辆攻城车的传动装置需要更换！,
62425,,"将发动机的所有动力供给武器系统。

   200-500动力：
        伤害提高20%。
        持续20秒。

   500-800动力：
        伤害提高30%。
        持续30秒。

   800-1100动力：
        伤害提高40%。
        持续40秒。

   1100以上动力：
        伤害提高50%。
        持续50秒。",
62426,,"将发动机的所有动力供给传动系统，提高速度。

   200-500动力：
        20%移动速度。
        持续20秒。

   500-800动力：
        30%移动速度。
        持续30秒。

   800-1100动力：
        40%移动速度。
        持续40秒。

   1100以上动力：
        50%移动速度。
        持续50秒。",
62427,,把你自己装进投石器的弹药篮中，可以被发射出去。,
62432,,启动攻城车的检修模式。,工程学并不全都是非常高深的，对吧？
62433,,启动攻城车技师的指南。,"攻城车正在帮助模式下。
无法使用技能。"
62434,,退出帮助模式。,
62435,,你高超的工程学技术提升了传动系统的效率和你的移动速度。,移动速度提高。
62436,,你高超的工程学技术提升了武器系统的效率和你对敌人造成的伤害。,伤害提高。
62444,,强力的攻击，造成$s1点额外的物理伤害。,
